"ID";"age";"job";"marital";"education";"default";"balance";"housing";"loan";"contact"
5049;32;"services";"divorced";"secondary";"no";1156;"yes";"no";"unknown"
7443;47;"blue-collar";"married";"secondary";"no";762;"yes";"no";"unknown"
20209;35;"unknown";"married";"tertiary";"no";1260;"no";"no";"cellular"
17007;54;"housemaid";"married";"secondary";"no";209;"yes";"yes";"cellular"
14212;32;"services";"married";"unknown";"no";23;"no";"no";"cellular"
11715;38;"blue-collar";"married";"primary";"no";15477;"no";"no";"unknown"
35035;38;"technician";"married";"tertiary";"no";1;"yes";"no";"cellular"
10074;49;"blue-collar";"married";"primary";"no";238;"no";"no";"unknown"
23133;30;"technician";"single";"secondary";"no";893;"no";"no";"cellular"
44866;29;"unemployed";"single";"secondary";"no";1055;"no";"no";"cellular"
28137;33;"services";"married";"secondary";"no";360;"yes";"no";"cellular"
13657;56;"management";"married";"tertiary";"no";318;"no";"yes";"telephone"
7622;42;"management";"married";"tertiary";"no";1767;"yes";"no";"unknown"
39443;29;"admin.";"single";"secondary";"no";265;"yes";"no";"cellular"
28969;36;"services";"married";"secondary";"no";812;"yes";"yes";"cellular"
84;59;"admin.";"married";"secondary";"no";2343;"yes";"no";"unknown"
29145;34;"unemployed";"divorced";"tertiary";"no";182;"yes";"no";"cellular"
43654;77;"unknown";"married";"unknown";"no";397;"no";"no";"telephone"
1382;36;"admin.";"divorced";"secondary";"no";496;"no";"no";"unknown"
26781;37;"blue-collar";"married";"primary";"no";3370;"yes";"no";"cellular"
25338;32;"blue-collar";"married";"secondary";"no";491;"yes";"no";"cellular"
34555;31;"management";"married";"tertiary";"no";451;"yes";"no";"cellular"
11584;38;"self-employed";"divorced";"secondary";"no";2674;"yes";"no";"unknown"
2152;59;"retired";"married";"secondary";"no";434;"yes";"no";"unknown"
29420;36;"services";"single";"secondary";"no";774;"yes";"no";"cellular"
32805;35;"admin.";"married";"secondary";"no";430;"yes";"no";"cellular"
24141;28;"unemployed";"single";"tertiary";"no";7;"no";"no";"cellular"
32946;39;"technician";"married";"primary";"no";2118;"yes";"no";"cellular"
30902;41;"management";"married";"tertiary";"no";371;"no";"no";"cellular"
12936;38;"management";"married";"tertiary";"no";76;"yes";"no";"cellular"
23866;32;"technician";"married";"secondary";"no";444;"no";"no";"cellular"
23705;52;"blue-collar";"married";"secondary";"no";305;"no";"no";"cellular"
1525;34;"blue-collar";"married";"secondary";"no";67;"yes";"yes";"unknown"
18353;36;"technician";"married";"tertiary";"no";571;"yes";"yes";"cellular"
10118;37;"self-employed";"married";"secondary";"no";883;"no";"no";"unknown"
3011;48;"blue-collar";"single";"secondary";"no";8982;"yes";"no";"unknown"
8978;35;"blue-collar";"married";"secondary";"no";344;"no";"no";"unknown"
37128;45;"technician";"divorced";"tertiary";"no";378;"yes";"yes";"cellular"
22970;49;"unemployed";"married";"primary";"no";50;"no";"no";"cellular"
13087;46;"management";"single";"tertiary";"no";3;"no";"no";"cellular"
33060;31;"technician";"single";"secondary";"no";538;"yes";"no";"cellular"
44768;83;"retired";"divorced";"primary";"no";4565;"no";"no";"cellular"
15361;29;"technician";"single";"secondary";"yes";28;"yes";"no";"cellular"
8758;27;"services";"married";"secondary";"no";-1202;"yes";"no";"unknown"
25430;42;"blue-collar";"married";"secondary";"no";681;"yes";"no";"cellular"
12115;37;"entrepreneur";"married";"tertiary";"yes";-456;"yes";"yes";"unknown"
41246;29;"management";"single";"tertiary";"no";265;"no";"no";"cellular"
45205;73;"retired";"married";"secondary";"no";2850;"no";"no";"cellular"
24481;58;"admin.";"married";"secondary";"no";2747;"no";"no";"cellular"
25505;33;"management";"married";"tertiary";"no";3696;"no";"no";"cellular"
38957;31;"admin.";"single";"tertiary";"no";493;"yes";"no";"cellular"
1503;35;"self-employed";"single";"tertiary";"no";538;"yes";"yes";"unknown"
7878;37;"admin.";"single";"unknown";"no";179;"no";"no";"unknown"
5711;46;"technician";"married";"primary";"no";-171;"yes";"no";"unknown"
42819;20;"student";"single";"primary";"no";0;"no";"no";"cellular"
5683;36;"technician";"married";"secondary";"no";-8;"yes";"no";"unknown"
20046;46;"housemaid";"married";"primary";"no";269;"no";"no";"cellular"
4070;48;"unemployed";"married";"tertiary";"no";-471;"yes";"no";"unknown"
3717;31;"technician";"divorced";"secondary";"no";268;"no";"no";"unknown"
19535;59;"admin.";"married";"secondary";"no";1675;"no";"yes";"cellular"
39214;22;"management";"single";"tertiary";"no";103;"yes";"no";"cellular"
25822;41;"blue-collar";"single";"secondary";"no";3851;"no";"no";"cellular"
11201;37;"technician";"married";"secondary";"no";603;"no";"no";"unknown"
43479;26;"technician";"single";"tertiary";"no";1066;"no";"no";"cellular"
19453;39;"technician";"married";"tertiary";"no";94;"no";"no";"cellular"
41164;26;"management";"single";"tertiary";"no";3704;"no";"no";"cellular"
30231;40;"housemaid";"married";"primary";"no";118;"yes";"no";"cellular"
20052;47;"admin.";"married";"secondary";"no";73;"no";"no";"cellular"
31628;38;"technician";"married";"tertiary";"no";1997;"yes";"no";"cellular"
5997;37;"technician";"married";"secondary";"no";4030;"yes";"no";"unknown"
7845;37;"blue-collar";"married";"primary";"no";461;"yes";"no";"unknown"
9399;58;"entrepreneur";"married";"primary";"no";1657;"no";"no";"unknown"
35251;41;"management";"married";"primary";"no";733;"yes";"no";"cellular"
32975;51;"blue-collar";"married";"primary";"no";216;"yes";"no";"cellular"
35066;32;"blue-collar";"married";"secondary";"no";25;"yes";"no";"cellular"
32236;37;"management";"single";"tertiary";"no";-670;"yes";"no";"cellular"
25870;38;"entrepreneur";"married";"secondary";"no";0;"yes";"yes";"cellular"
41863;44;"technician";"single";"tertiary";"no";643;"no";"no";"cellular"
1087;44;"blue-collar";"single";"unknown";"no";2167;"yes";"no";"unknown"
34935;27;"unemployed";"single";"secondary";"no";0;"yes";"no";"cellular"
29185;57;"admin.";"married";"secondary";"no";11;"no";"no";"cellular"
21858;42;"management";"divorced";"tertiary";"no";0;"yes";"no";"cellular"
18091;45;"technician";"married";"secondary";"no";1841;"yes";"no";"cellular"
32928;35;"blue-collar";"married";"secondary";"no";603;"yes";"no";"cellular"
31890;59;"admin.";"married";"secondary";"no";817;"no";"no";"cellular"
45027;45;"management";"married";"secondary";"no";2897;"no";"no";"cellular"
2079;25;"technician";"single";"secondary";"no";1135;"yes";"no";"unknown"
9125;42;"blue-collar";"married";"secondary";"no";865;"no";"yes";"unknown"
22826;47;"technician";"divorced";"secondary";"no";157;"yes";"no";"cellular"
7454;37;"blue-collar";"married";"primary";"no";1053;"yes";"no";"unknown"
43726;24;"management";"single";"tertiary";"no";1;"no";"no";"cellular"
4040;51;"management";"married";"tertiary";"no";0;"yes";"no";"unknown"
42131;52;"admin.";"single";"secondary";"no";2398;"yes";"no";"cellular"
4724;32;"technician";"married";"secondary";"no";3067;"yes";"no";"unknown"
17316;50;"blue-collar";"married";"primary";"no";859;"yes";"yes";"telephone"
4907;31;"technician";"married";"tertiary";"no";4315;"yes";"no";"unknown"
34403;32;"blue-collar";"divorced";"secondary";"no";3027;"no";"no";"cellular"
13786;46;"blue-collar";"married";"secondary";"no";190;"no";"yes";"cellular"
33019;32;"admin.";"married";"secondary";"no";923;"yes";"no";"cellular"
22586;31;"technician";"divorced";"tertiary";"no";75;"no";"no";"cellular"
5079;52;"admin.";"married";"secondary";"no";1933;"yes";"no";"unknown"
9611;33;"blue-collar";"married";"secondary";"no";2645;"yes";"yes";"unknown"
4962;31;"services";"married";"secondary";"no";891;"yes";"no";"unknown"
16190;30;"admin.";"single";"secondary";"no";1700;"yes";"no";"cellular"
24841;44;"technician";"married";"secondary";"no";0;"yes";"no";"cellular"
13730;42;"self-employed";"married";"secondary";"no";97;"no";"no";"cellular"
22332;37;"unemployed";"single";"secondary";"no";42;"no";"no";"cellular"
9427;37;"management";"married";"tertiary";"no";657;"no";"no";"unknown"
43026;34;"management";"married";"tertiary";"no";8000;"no";"no";"cellular"
28947;43;"admin.";"married";"secondary";"no";877;"yes";"no";"cellular"
5984;46;"management";"single";"tertiary";"no";479;"yes";"no";"unknown"
18671;30;"services";"single";"secondary";"no";12;"no";"yes";"cellular"
44713;34;"unemployed";"single";"unknown";"no";517;"no";"no";"cellular"
8685;56;"admin.";"divorced";"primary";"no";207;"yes";"no";"unknown"
37897;37;"management";"divorced";"tertiary";"no";-42;"yes";"no";"cellular"
18395;31;"technician";"single";"secondary";"no";0;"yes";"no";"cellular"
19657;33;"technician";"single";"secondary";"no";1500;"no";"no";"cellular"
1932;33;"blue-collar";"single";"secondary";"no";328;"yes";"no";"unknown"
37097;30;"admin.";"divorced";"secondary";"no";55;"yes";"no";"cellular"
937;49;"blue-collar";"married";"secondary";"no";90;"yes";"no";"unknown"
8892;25;"blue-collar";"married";"secondary";"no";-507;"yes";"yes";"unknown"
8071;31;"blue-collar";"married";"secondary";"no";3659;"no";"no";"unknown"
37118;33;"technician";"married";"secondary";"no";221;"yes";"no";"cellular"
14239;35;"technician";"married";"secondary";"no";0;"no";"no";"cellular"
11880;42;"unemployed";"married";"secondary";"no";396;"no";"yes";"unknown"
11362;54;"blue-collar";"married";"primary";"no";10662;"no";"no";"unknown"
17543;46;"unemployed";"married";"secondary";"no";931;"no";"no";"cellular"
8408;25;"admin.";"single";"tertiary";"no";407;"yes";"no";"unknown"
40398;69;"retired";"divorced";"secondary";"no";1806;"no";"no";"cellular"
1064;43;"blue-collar";"married";"secondary";"no";667;"yes";"no";"unknown"
19361;59;"retired";"married";"secondary";"no";263;"no";"no";"cellular"
6762;29;"services";"married";"tertiary";"no";6;"yes";"no";"unknown"
37462;39;"blue-collar";"married";"secondary";"no";41;"yes";"no";"cellular"
16480;48;"management";"married";"tertiary";"no";291;"yes";"no";"telephone"
20928;34;"management";"married";"tertiary";"no";101;"yes";"no";"cellular"
7828;49;"blue-collar";"married";"secondary";"no";366;"yes";"yes";"unknown"
5658;43;"blue-collar";"married";"secondary";"no";470;"yes";"yes";"unknown"
127;29;"admin.";"single";"secondary";"no";818;"yes";"yes";"unknown"
23792;37;"management";"married";"tertiary";"no";4293;"yes";"no";"cellular"
36541;37;"management";"single";"tertiary";"no";1148;"yes";"no";"cellular"
27058;49;"blue-collar";"married";"primary";"no";512;"yes";"yes";"cellular"
34080;56;"retired";"married";"primary";"no";1947;"no";"no";"cellular"
1247;35;"technician";"single";"secondary";"no";2151;"yes";"no";"unknown"
26294;54;"self-employed";"married";"primary";"no";2132;"no";"yes";"cellular"
3104;29;"blue-collar";"married";"secondary";"no";424;"yes";"yes";"unknown"
23141;52;"admin.";"divorced";"unknown";"no";0;"no";"no";"cellular"
3678;36;"services";"single";"unknown";"no";281;"yes";"no";"unknown"
43659;53;"management";"married";"tertiary";"no";3634;"no";"no";"cellular"
29434;43;"services";"single";"secondary";"no";21;"no";"no";"cellular"
35395;41;"technician";"married";"secondary";"no";77;"yes";"no";"cellular"
31919;39;"management";"married";"tertiary";"no";399;"no";"no";"cellular"
21139;38;"technician";"married";"secondary";"no";167;"no";"no";"cellular"
43484;39;"technician";"married";"secondary";"no";603;"no";"yes";"cellular"
29030;43;"entrepreneur";"married";"primary";"no";629;"yes";"no";"cellular"
40458;41;"entrepreneur";"married";"primary";"no";0;"no";"no";"cellular"
28383;32;"unemployed";"married";"secondary";"no";869;"yes";"no";"cellular"
10604;49;"services";"divorced";"secondary";"no";3250;"no";"no";"unknown"
27705;50;"technician";"married";"primary";"no";-315;"no";"yes";"cellular"
40585;72;"management";"married";"tertiary";"no";7003;"no";"no";"telephone"
17911;36;"technician";"married";"secondary";"no";318;"no";"no";"cellular"
26958;52;"admin.";"divorced";"secondary";"no";-402;"yes";"no";"cellular"
28414;59;"management";"single";"secondary";"no";671;"yes";"yes";"cellular"
18722;35;"management";"single";"secondary";"no";2383;"yes";"no";"cellular"
32283;40;"services";"single";"secondary";"no";2284;"yes";"no";"telephone"
2783;51;"technician";"married";"unknown";"no";573;"yes";"yes";"unknown"
33768;53;"retired";"married";"secondary";"no";665;"yes";"no";"cellular"
33944;29;"student";"single";"secondary";"no";314;"no";"no";"cellular"
1329;32;"admin.";"married";"secondary";"no";514;"yes";"no";"unknown"
31163;54;"blue-collar";"married";"primary";"no";258;"no";"no";"telephone"
13920;31;"housemaid";"married";"secondary";"no";0;"yes";"no";"cellular"
3406;54;"admin.";"married";"unknown";"no";907;"yes";"no";"unknown"
7787;53;"management";"married";"tertiary";"no";-601;"yes";"no";"unknown"
44421;93;"retired";"married";"unknown";"no";775;"no";"no";"cellular"
1245;49;"management";"married";"secondary";"no";104;"yes";"no";"unknown"
11246;52;"management";"married";"tertiary";"no";1147;"no";"no";"unknown"
19552;34;"management";"married";"tertiary";"no";1048;"no";"no";"cellular"
21459;33;"management";"single";"tertiary";"yes";-5;"no";"no";"cellular"
21910;33;"management";"single";"tertiary";"no";432;"no";"no";"telephone"
18768;44;"services";"divorced";"secondary";"no";12;"yes";"yes";"cellular"
43059;58;"management";"married";"tertiary";"no";473;"no";"no";"cellular"
18622;37;"management";"married";"tertiary";"no";-57;"yes";"no";"cellular"
2616;48;"blue-collar";"married";"secondary";"no";705;"no";"no";"unknown"
23554;34;"technician";"single";"secondary";"no";0;"no";"no";"cellular"
26229;33;"admin.";"married";"secondary";"no";4902;"yes";"no";"cellular"
14845;57;"management";"married";"tertiary";"no";29;"no";"yes";"cellular"
28214;59;"management";"married";"secondary";"no";1245;"no";"no";"cellular"
40037;39;"technician";"married";"tertiary";"no";1293;"no";"no";"cellular"
39736;36;"admin.";"married";"secondary";"no";953;"yes";"no";"cellular"
23762;35;"technician";"single";"tertiary";"no";576;"no";"no";"cellular"
32717;46;"blue-collar";"married";"secondary";"no";229;"yes";"no";"cellular"
34274;36;"blue-collar";"married";"secondary";"no";218;"yes";"no";"cellular"
37312;37;"housemaid";"divorced";"secondary";"no";1040;"yes";"no";"cellular"
3834;30;"technician";"single";"tertiary";"no";236;"yes";"no";"unknown"
29997;39;"services";"divorced";"secondary";"no";229;"yes";"no";"cellular"
4637;31;"blue-collar";"married";"secondary";"no";213;"yes";"no";"unknown"
21735;59;"retired";"married";"secondary";"no";19;"no";"yes";"cellular"
32759;43;"blue-collar";"married";"secondary";"no";1127;"yes";"no";"cellular"
19419;49;"admin.";"married";"secondary";"no";284;"yes";"no";"cellular"
4470;34;"technician";"single";"tertiary";"no";759;"no";"no";"unknown"
9899;47;"admin.";"divorced";"secondary";"no";-364;"yes";"yes";"unknown"
23116;32;"management";"married";"secondary";"no";0;"no";"no";"cellular"
37495;52;"management";"married";"tertiary";"no";0;"yes";"no";"telephone"
34723;56;"management";"married";"tertiary";"no";505;"yes";"yes";"cellular"
13836;42;"unknown";"married";"secondary";"no";703;"yes";"no";"cellular"
39848;26;"management";"single";"tertiary";"no";1623;"no";"no";"cellular"
13753;30;"admin.";"married";"secondary";"no";-68;"yes";"no";"cellular"
891;29;"student";"single";"secondary";"no";872;"yes";"no";"unknown"
26018;44;"unemployed";"married";"secondary";"no";1543;"no";"no";"cellular"
41025;30;"student";"single";"tertiary";"no";3115;"no";"no";"telephone"
38785;30;"blue-collar";"married";"secondary";"no";-28;"yes";"no";"cellular"
28575;45;"technician";"single";"secondary";"no";-55;"no";"no";"cellular"
17232;33;"services";"single";"secondary";"no";0;"yes";"no";"cellular"
12318;50;"admin.";"married";"secondary";"no";0;"yes";"yes";"unknown"
22779;52;"services";"married";"secondary";"no";-298;"no";"no";"cellular"
39531;60;"management";"married";"tertiary";"no";205;"no";"no";"cellular"
5090;34;"management";"married";"secondary";"no";293;"yes";"no";"unknown"
4565;30;"blue-collar";"married";"secondary";"no";673;"yes";"no";"unknown"
17422;30;"management";"single";"tertiary";"no";2;"yes";"no";"cellular"
3137;42;"blue-collar";"married";"primary";"no";321;"yes";"no";"unknown"
1859;41;"admin.";"married";"secondary";"no";442;"yes";"yes";"unknown"
39865;40;"services";"married";"secondary";"no";0;"yes";"no";"cellular"
28323;32;"admin.";"single";"secondary";"no";-32;"no";"no";"cellular"
14383;29;"technician";"married";"unknown";"no";627;"yes";"no";"cellular"
41730;55;"unemployed";"married";"secondary";"no";377;"no";"no";"cellular"
32658;52;"retired";"married";"primary";"no";383;"yes";"yes";"cellular"
4344;39;"management";"married";"tertiary";"no";198;"yes";"no";"unknown"
25295;54;"blue-collar";"married";"secondary";"no";1070;"no";"no";"cellular"
10140;49;"entrepreneur";"married";"tertiary";"no";384;"no";"no";"unknown"
30053;39;"blue-collar";"married";"secondary";"no";3045;"no";"no";"cellular"
2593;41;"blue-collar";"married";"secondary";"no";641;"yes";"no";"unknown"
26097;49;"blue-collar";"married";"secondary";"no";4259;"no";"no";"cellular"
2299;44;"management";"single";"tertiary";"no";295;"yes";"no";"unknown"
10940;49;"retired";"divorced";"primary";"no";150;"no";"no";"unknown"
19910;47;"technician";"divorced";"tertiary";"no";8422;"no";"no";"cellular"
2182;32;"management";"married";"primary";"no";142;"yes";"no";"unknown"
26206;34;"management";"single";"tertiary";"no";673;"yes";"yes";"cellular"
25943;52;"services";"divorced";"secondary";"no";3204;"no";"no";"cellular"
14448;28;"management";"divorced";"secondary";"no";-76;"no";"yes";"cellular"
31300;28;"technician";"single";"tertiary";"no";3623;"no";"no";"cellular"
39564;30;"management";"single";"tertiary";"no";938;"no";"no";"cellular"
483;41;"technician";"married";"secondary";"no";767;"yes";"yes";"unknown"
21792;33;"management";"married";"tertiary";"no";1412;"yes";"no";"unknown"
29816;34;"management";"married";"tertiary";"no";4831;"yes";"no";"cellular"
31443;23;"management";"single";"tertiary";"no";1004;"yes";"no";"cellular"
29287;35;"admin.";"married";"tertiary";"no";1145;"yes";"no";"cellular"
41834;26;"admin.";"single";"secondary";"no";766;"no";"no";"cellular"
42798;60;"admin.";"married";"secondary";"no";438;"yes";"no";"telephone"
39575;26;"self-employed";"single";"tertiary";"no";560;"no";"no";"telephone"
17302;53;"services";"divorced";"unknown";"no";1012;"yes";"no";"cellular"
38185;32;"management";"married";"tertiary";"no";1297;"yes";"no";"cellular"
21920;36;"technician";"married";"secondary";"no";3;"no";"no";"cellular"
27148;33;"management";"married";"tertiary";"no";1602;"no";"no";"cellular"
43317;64;"retired";"married";"primary";"no";2140;"no";"no";"cellular"
33330;59;"management";"married";"tertiary";"no";287;"yes";"no";"cellular"
20589;50;"management";"married";"tertiary";"no";2296;"no";"no";"cellular"
35384;43;"blue-collar";"single";"primary";"no";181;"yes";"no";"cellular"
14512;52;"management";"married";"tertiary";"no";25;"no";"yes";"cellular"
43738;38;"management";"married";"tertiary";"no";1276;"no";"no";"cellular"
39702;24;"blue-collar";"single";"unknown";"no";192;"no";"no";"cellular"
21882;54;"blue-collar";"married";"primary";"no";2584;"no";"no";"cellular"
2505;59;"retired";"married";"tertiary";"no";-892;"yes";"no";"unknown"
1836;40;"technician";"single";"secondary";"no";360;"yes";"no";"unknown"
10280;53;"self-employed";"divorced";"tertiary";"no";1841;"no";"no";"unknown"
23868;31;"technician";"single";"secondary";"no";0;"no";"no";"cellular"
1739;31;"technician";"single";"tertiary";"no";375;"yes";"no";"unknown"
32874;32;"services";"divorced";"secondary";"no";453;"yes";"no";"cellular"
11016;28;"blue-collar";"married";"primary";"no";0;"yes";"yes";"unknown"
41453;36;"technician";"married";"tertiary";"no";1354;"no";"no";"cellular"
15778;26;"housemaid";"single";"primary";"yes";-1006;"yes";"yes";"cellular"
39129;36;"admin.";"single";"secondary";"no";319;"yes";"no";"cellular"
17400;54;"technician";"married";"secondary";"no";1938;"no";"yes";"cellular"
23461;41;"technician";"single";"secondary";"no";294;"yes";"no";"cellular"
8344;28;"blue-collar";"single";"secondary";"no";5149;"yes";"no";"unknown"
29828;37;"management";"married";"tertiary";"no";0;"yes";"no";"cellular"
6856;33;"blue-collar";"married";"secondary";"no";529;"yes";"no";"unknown"
22672;41;"technician";"married";"secondary";"no";2039;"no";"no";"cellular"
40617;49;"management";"divorced";"tertiary";"no";914;"no";"no";"cellular"
23703;41;"technician";"divorced";"secondary";"no";475;"yes";"no";"cellular"
25635;56;"management";"married";"tertiary";"no";705;"no";"no";"cellular"
5317;30;"management";"single";"tertiary";"no";136;"yes";"no";"unknown"
16745;58;"services";"married";"secondary";"no";5567;"no";"no";"cellular"
11467;40;"admin.";"married";"secondary";"no";1;"no";"no";"unknown"
37368;35;"blue-collar";"married";"secondary";"no";328;"yes";"no";"cellular"
44371;76;"housemaid";"married";"primary";"no";1483;"no";"no";"cellular"
10273;38;"blue-collar";"married";"secondary";"no";2342;"no";"no";"unknown"
32108;51;"services";"married";"secondary";"no";421;"yes";"no";"cellular"
17209;38;"technician";"divorced";"tertiary";"no";465;"no";"yes";"cellular"
13186;51;"retired";"married";"secondary";"no";35;"no";"yes";"cellular"
42150;31;"management";"married";"tertiary";"no";1812;"no";"no";"cellular"
33762;34;"management";"married";"tertiary";"no";0;"no";"no";"cellular"
30266;47;"blue-collar";"divorced";"secondary";"no";-332;"no";"yes";"cellular"
8060;33;"management";"divorced";"secondary";"no";1897;"yes";"yes";"unknown"
26952;37;"technician";"single";"tertiary";"no";6889;"yes";"no";"cellular"
37852;35;"management";"single";"tertiary";"no";478;"yes";"no";"cellular"
26934;54;"technician";"single";"secondary";"no";2237;"no";"no";"cellular"
30112;37;"blue-collar";"married";"secondary";"no";242;"yes";"no";"cellular"
7355;32;"blue-collar";"single";"secondary";"no";7712;"yes";"yes";"unknown"
2386;42;"unemployed";"married";"secondary";"no";135;"yes";"no";"unknown"
9742;59;"housemaid";"married";"primary";"no";0;"no";"no";"unknown"
36460;50;"self-employed";"married";"tertiary";"no";50;"yes";"no";"cellular"
45196;68;"retired";"married";"secondary";"no";1146;"no";"no";"cellular"
23165;50;"blue-collar";"married";"secondary";"no";3558;"no";"no";"cellular"
3685;60;"services";"married";"secondary";"no";8837;"yes";"no";"unknown"
4631;43;"blue-collar";"married";"primary";"yes";-635;"yes";"no";"unknown"
236;45;"blue-collar";"married";"primary";"no";25;"yes";"no";"unknown"
43744;38;"blue-collar";"married";"secondary";"no";4321;"no";"no";"cellular"
8568;43;"blue-collar";"divorced";"primary";"no";25;"yes";"no";"unknown"
22621;33;"technician";"married";"tertiary";"no";29;"no";"no";"cellular"
44793;40;"entrepreneur";"married";"tertiary";"no";3585;"no";"no";"cellular"
40099;50;"entrepreneur";"married";"secondary";"no";78;"no";"no";"telephone"
27013;58;"housemaid";"married";"tertiary";"no";6316;"no";"no";"cellular"
5184;44;"blue-collar";"married";"primary";"no";858;"yes";"no";"unknown"
23872;59;"self-employed";"married";"tertiary";"no";1059;"no";"no";"cellular"
26361;36;"management";"married";"tertiary";"no";11675;"yes";"no";"cellular"
36112;28;"technician";"single";"secondary";"no";389;"yes";"no";"cellular"
23791;59;"technician";"divorced";"secondary";"no";0;"no";"no";"cellular"
36104;37;"blue-collar";"divorced";"primary";"no";511;"yes";"no";"telephone"
35017;37;"management";"divorced";"tertiary";"no";503;"yes";"no";"cellular"
16358;38;"technician";"divorced";"secondary";"no";1;"no";"yes";"cellular"
42051;39;"management";"married";"tertiary";"no";53;"yes";"no";"cellular"
21619;42;"technician";"divorced";"secondary";"no";248;"no";"no";"cellular"
36580;28;"admin.";"married";"secondary";"no";1119;"yes";"no";"cellular"
17866;41;"blue-collar";"married";"primary";"no";33;"yes";"yes";"cellular"
29629;26;"self-employed";"married";"tertiary";"no";174;"yes";"no";"cellular"
39930;35;"blue-collar";"married";"unknown";"no";444;"no";"no";"cellular"
37316;43;"management";"divorced";"secondary";"no";229;"yes";"yes";"cellular"
29966;50;"admin.";"single";"secondary";"no";167;"no";"yes";"cellular"
18035;56;"retired";"divorced";"secondary";"no";1005;"no";"yes";"cellular"
23568;43;"technician";"married";"tertiary";"no";80;"no";"no";"cellular"
8582;41;"services";"married";"secondary";"no";146;"yes";"yes";"unknown"
9832;36;"services";"married";"primary";"no";179;"no";"no";"unknown"
32833;52;"admin.";"divorced";"secondary";"no";340;"yes";"no";"cellular"
35591;26;"student";"single";"secondary";"no";279;"no";"no";"cellular"
30628;66;"technician";"married";"secondary";"no";0;"no";"no";"cellular"
39841;47;"management";"married";"tertiary";"no";2351;"no";"no";"cellular"
26675;46;"admin.";"divorced";"secondary";"no";2087;"no";"no";"cellular"
7430;38;"blue-collar";"single";"secondary";"no";522;"yes";"no";"unknown"
36859;54;"technician";"divorced";"secondary";"no";-11;"yes";"no";"cellular"
17704;57;"services";"married";"secondary";"no";1301;"yes";"no";"cellular"
989;38;"technician";"married";"secondary";"no";0;"no";"no";"unknown"
29896;32;"admin.";"single";"secondary";"no";678;"yes";"no";"cellular"
22491;30;"management";"married";"tertiary";"no";882;"no";"no";"cellular"
26247;32;"services";"single";"tertiary";"no";945;"no";"no";"cellular"
24613;59;"admin.";"married";"secondary";"no";2145;"no";"no";"telephone"
34910;31;"technician";"single";"secondary";"no";13;"no";"no";"cellular"
11349;36;"admin.";"married";"secondary";"no";542;"yes";"no";"unknown"
6261;52;"services";"married";"primary";"no";-585;"yes";"yes";"unknown"
39161;27;"admin.";"single";"primary";"no";528;"yes";"yes";"cellular"
19622;55;"retired";"married";"primary";"no";173;"no";"no";"cellular"
2760;58;"blue-collar";"married";"unknown";"no";4871;"yes";"no";"unknown"
21667;40;"management";"married";"tertiary";"no";409;"no";"no";"cellular"
15123;32;"technician";"married";"secondary";"no";348;"yes";"no";"cellular"
31940;28;"management";"divorced";"tertiary";"no";229;"yes";"no";"cellular"
4782;34;"management";"single";"tertiary";"no";2015;"no";"no";"unknown"
18565;51;"entrepreneur";"divorced";"secondary";"no";1;"yes";"yes";"cellular"
30502;25;"student";"single";"secondary";"no";2354;"no";"no";"cellular"
33634;44;"management";"single";"secondary";"no";109;"yes";"no";"cellular"
21436;51;"blue-collar";"married";"secondary";"no";1840;"yes";"no";"cellular"
19249;51;"services";"married";"secondary";"no";122;"no";"yes";"cellular"
38450;60;"retired";"divorced";"secondary";"no";-639;"yes";"no";"cellular"
14947;55;"admin.";"married";"secondary";"no";-480;"no";"no";"cellular"
44104;29;"management";"single";"tertiary";"no";502;"no";"no";"cellular"
5745;34;"services";"married";"secondary";"no";-694;"yes";"no";"unknown"
5799;34;"blue-collar";"married";"primary";"no";-367;"yes";"no";"unknown"
2838;42;"admin.";"single";"secondary";"no";277;"yes";"no";"unknown"
27712;50;"admin.";"divorced";"secondary";"no";797;"yes";"no";"telephone"
45030;40;"housemaid";"married";"primary";"no";979;"no";"no";"cellular"
12847;52;"technician";"divorced";"tertiary";"yes";-1014;"no";"yes";"cellular"
26181;46;"blue-collar";"married";"primary";"no";5393;"yes";"no";"cellular"
43474;44;"services";"married";"primary";"no";2557;"yes";"no";"cellular"
18567;41;"technician";"married";"secondary";"no";1822;"no";"yes";"cellular"
16835;33;"admin.";"single";"secondary";"no";61;"no";"no";"cellular"
12664;50;"blue-collar";"married";"secondary";"no";1329;"yes";"yes";"telephone"
9053;26;"services";"married";"secondary";"no";682;"yes";"yes";"unknown"
3497;52;"blue-collar";"married";"unknown";"no";826;"yes";"no";"unknown"
20734;51;"admin.";"married";"secondary";"no";21;"no";"yes";"cellular"
33692;37;"blue-collar";"divorced";"secondary";"no";0;"yes";"no";"cellular"
37745;41;"blue-collar";"single";"secondary";"no";1880;"no";"yes";"cellular"
10299;49;"admin.";"divorced";"secondary";"no";1709;"yes";"no";"unknown"
32441;34;"blue-collar";"married";"primary";"no";2720;"yes";"no";"cellular"
31735;39;"management";"married";"tertiary";"no";416;"yes";"no";"cellular"
5686;51;"blue-collar";"divorced";"primary";"no";-380;"yes";"no";"unknown"
8127;42;"blue-collar";"married";"secondary";"no";-21;"no";"no";"unknown"
8578;37;"services";"married";"secondary";"no";1325;"no";"no";"unknown"
14582;43;"admin.";"married";"secondary";"no";59;"yes";"no";"cellular"
