"ID";"day";"month";"duration";"campaign";"y"
10761;17;"jun";100;8;"no"
12999;7;"jul";719;2;"yes"
40083;4;"jun";81;2;"yes"
33285;20;"apr";62;1;"no"
21008;14;"aug";205;2;"no"
26109;19;"nov";131;3;"no"
35380;7;"may";183;1;"no"
17608;29;"jul";55;2;"no"
41199;20;"aug";195;1;"yes"
24367;17;"nov";110;1;"no"
34679;5;"may";178;2;"no"
4251;19;"may";333;1;"no"
40219;9;"jun";993;4;"yes"
37775;14;"may";87;1;"no"
3078;14;"may";125;2;"no"
19697;7;"aug";226;3;"no"
28610;29;"jan";389;3;"no"
11006;17;"jun";138;3;"no"
36583;12;"may";53;2;"no"
38486;15;"may";58;3;"no"
12852;7;"jul";151;1;"no"
41996;27;"oct";624;1;"yes"
41358;31;"aug";186;3;"yes"
12807;7;"jul";187;3;"no"
41450;7;"sep";244;2;"no"
25435;18;"nov";630;1;"no"
26935;21;"nov";328;1;"no"
24487;17;"nov";174;1;"no"
37003;13;"may";136;2;"no"
34097;30;"apr";761;2;"no"
7704;30;"may";129;3;"no"
29469;3;"feb";329;1;"no"
27580;21;"nov";229;3;"no"
29259;2;"feb";221;2;"no"
29754;4;"feb";112;1;"no"
20040;8;"aug";209;3;"no"
3088;14;"may";174;2;"no"
34628;5;"may";283;1;"no"
31607;3;"apr";309;4;"no"
16480;23;"jul";350;2;"no"
32420;16;"apr";48;4;"no"
2671;13;"may";165;2;"no"
35836;8;"may";301;2;"no"
28085;28;"jan";119;2;"no"
29297;2;"feb";463;2;"no"
21442;18;"aug";119;3;"no"
1130;7;"may";196;2;"no"
43827;28;"may";86;1;"yes"
20579;12;"aug";297;3;"no"
32318;16;"apr";126;2;"no"
18963;4;"aug";328;2;"no"
1993;9;"may";162;2;"no"
35099;6;"may";309;3;"no"
16321;23;"jul";160;7;"no"
35307;7;"may";574;1;"yes"
23605;28;"aug";79;10;"no"
35644;8;"may";317;2;"no"
34895;6;"may";155;5;"no"
16198;22;"jul";38;1;"no"
13618;9;"jul";359;1;"no"
6552;27;"may";73;5;"no"
40296;15;"jun";77;1;"no"
25203;18;"nov";55;2;"no"
34173;30;"apr";712;2;"yes"
1021;7;"may";349;2;"no"
3540;15;"may";1392;4;"no"
22740;25;"aug";102;4;"no"
43129;24;"feb";694;1;"yes"
32905;17;"apr";74;2;"no"
28713;30;"jan";350;3;"no"
17460;28;"jul";472;3;"no"
39269;18;"may";11;11;"no"
34379;4;"may";40;5;"no"
14486;14;"jul";84;6;"no"
5084;21;"may";205;2;"no"
8340;2;"jun";20;8;"no"
15538;21;"jul";241;3;"no"
29376;2;"feb";12;3;"no"
3388;15;"may";172;4;"no"
43983;24;"jun";220;2;"no"
43387;31;"mar";193;1;"yes"
36289;11;"may";261;1;"no"
698;6;"may";276;2;"no"
34032;30;"apr";76;1;"no"
8833;4;"jun";1449;6;"yes"
4552;20;"may";268;2;"no"
3967;16;"may";302;4;"no"
8085;2;"jun";563;1;"yes"
24651;17;"nov";501;2;"no"
27579;21;"nov";168;2;"no"
41867;19;"oct";343;3;"yes"
41831;15;"oct";96;2;"no"
4265;19;"may";125;5;"no"
42579;29;"dec";296;1;"yes"
13281;8;"jul";55;2;"no"
40037;3;"jun";140;2;"yes"
15842;21;"jul";241;3;"no"
18070;30;"jul";65;7;"no"
28817;30;"jan";922;5;"yes"
23295;27;"aug";38;6;"no"
2994;14;"may";75;1;"no"
10672;16;"jun";178;7;"no"
12666;4;"jul";112;2;"no"
5302;23;"may";700;1;"no"
13393;9;"jul";205;1;"no"
1368;8;"may";130;3;"no"
15759;21;"jul";84;1;"no"
22923;26;"aug";209;6;"no"
15281;18;"jul";74;5;"no"
29206;2;"feb";180;5;"no"
21705;19;"aug";1059;5;"no"
6362;27;"may";298;1;"no"
21030;14;"aug";1217;4;"no"
39287;18;"may";291;2;"no"
34807;6;"may";208;1;"no"
20788;13;"aug";183;2;"no"
30792;6;"feb";463;18;"no"
18968;4;"aug";190;1;"no"
8009;2;"jun";113;3;"no"
28675;30;"jan";163;1;"no"
24759;18;"nov";68;1;"no"
34897;6;"may";219;2;"no"
13783;10;"jul";489;1;"no"
43576;29;"apr";717;3;"yes"
19150;5;"aug";153;1;"no"
14626;15;"jul";280;6;"no"
17606;29;"jul";146;2;"no"
1484;8;"may";335;9;"no"
43789;25;"may";500;4;"yes"
21735;19;"aug";271;3;"no"
14329;14;"jul";251;2;"no"
9278;5;"jun";541;3;"no"
36813;12;"may";161;5;"no"
14266;14;"jul";53;8;"no"
43271;11;"mar";78;2;"no"
16104;22;"jul";242;7;"no"
15411;18;"jul";354;1;"no"
28188;29;"jan";444;1;"no"
20065;8;"aug";170;3;"no"
10931;17;"jun";88;2;"no"
40031;3;"jun";77;2;"no"
24593;17;"nov";171;1;"no"
40768;10;"aug";107;4;"no"
7284;29;"may";101;1;"no"
27951;28;"jan";196;1;"no"
34418;5;"may";99;5;"no"
25561;19;"nov";278;1;"no"
9785;9;"jun";119;1;"no"
21645;19;"aug";220;4;"no"
31854;8;"apr";78;2;"no"
1056;7;"may";108;6;"no"
41003;13;"aug";75;1;"no"
4608;20;"may";1182;4;"yes"
19930;8;"aug";385;2;"no"
35792;8;"may";606;3;"yes"
37888;14;"may";616;2;"yes"
25205;18;"nov";54;2;"no"
10768;17;"jun";315;2;"no"
31238;3;"mar";426;1;"yes"
20054;8;"aug";166;3;"no"
32175;15;"apr";103;2;"no"
40308;16;"jun";399;1;"no"
14435;14;"jul";301;6;"no"
36337;11;"may";321;2;"no"
40643;5;"aug";253;1;"yes"
34016;30;"apr";64;1;"no"
20637;12;"aug";213;3;"no"
36331;11;"may";270;1;"no"
6560;27;"may";265;4;"no"
23095;26;"aug";76;4;"no"
24750;18;"nov";79;1;"no"
42398;3;"dec";284;1;"yes"
1638;9;"may";584;1;"no"
2972;14;"may";222;2;"no"
13718;10;"jul";111;1;"no"
36407;11;"may";437;2;"no"
13037;8;"jul";163;1;"no"
33764;22;"apr";116;4;"no"
15832;21;"jul";87;1;"no"
27877;28;"jan";268;1;"no"
25752;19;"nov";126;2;"no"
22916;26;"aug";122;3;"no"
26237;20;"nov";157;1;"no"
43426;6;"apr";177;2;"yes"
10151;11;"jun";436;1;"no"
41924;21;"oct";749;1;"yes"
35238;7;"may";155;1;"no"
11766;20;"jun";100;1;"no"
22660;25;"aug";288;12;"no"
18701;31;"jul";68;2;"no"
37276;13;"may";179;1;"no"
9422;6;"jun";177;2;"no"
30234;5;"feb";308;1;"no"
12147;20;"jun";16;8;"no"
16605;24;"jul";346;1;"no"
6274;27;"may";124;1;"no"
4966;21;"may";738;3;"no"
7684;30;"may";565;2;"no"
24058;20;"oct";24;1;"no"
14463;14;"jul";167;4;"no"
31834;8;"apr";101;1;"no"
25820;19;"nov";198;1;"no"
26172;20;"nov";77;3;"no"
35023;6;"may";283;3;"no"
10563;16;"jun";101;6;"no"
43152;25;"feb";98;1;"yes"
40131;5;"jun";232;1;"yes"
33324;20;"apr";60;1;"no"
19046;5;"aug";607;3;"yes"
18817;31;"jul";45;29;"no"
43637;5;"may";121;4;"no"
36437;11;"may";50;3;"no"
2069;12;"may";592;2;"no"
45130;27;"oct";171;1;"yes"
23689;28;"aug";74;3;"no"
32470;16;"apr";237;1;"no"
41403;3;"sep";114;1;"no"
43472;13;"apr";256;5;"yes"
39012;18;"may";82;6;"no"
17439;28;"jul";76;4;"no"
1714;9;"may";480;2;"no"
10923;17;"jun";220;1;"no"
11788;20;"jun";471;2;"no"
17210;28;"jul";124;3;"no"
28702;30;"jan";126;5;"no"
41925;21;"oct";135;1;"yes"
16558;24;"jul";262;2;"no"
29192;2;"feb";297;1;"no"
15322;18;"jul";536;1;"yes"
17308;28;"jul";54;2;"no"
39122;18;"may";59;2;"no"
28335;29;"jan";219;1;"no"
32593;17;"apr";31;3;"no"
20022;8;"aug";604;4;"no"
16423;23;"jul";206;1;"no"
8754;4;"jun";299;1;"no"
38377;15;"may";22;6;"no"
43683;12;"may";762;1;"yes"
1995;9;"may";317;2;"no"
18457;31;"jul";168;2;"no"
31328;12;"mar";229;1;"yes"
30484;5;"feb";347;2;"no"
18864;4;"aug";94;1;"no"
30752;6;"feb";187;2;"no"
44093;7;"jul";229;1;"yes"
26144;20;"nov";132;3;"no"
19574;7;"aug";229;2;"no"
22862;25;"aug";56;2;"no"
19652;7;"aug";352;2;"yes"
41011;13;"aug";143;1;"no"
44723;7;"sep";332;5;"no"
19676;7;"aug";180;3;"no"
6346;27;"may";27;1;"no"
5732;26;"may";364;1;"no"
21323;18;"aug";63;2;"no"
12955;7;"jul";260;13;"no"
29700;3;"feb";267;4;"no"
21787;19;"aug";159;2;"no"
15238;17;"jul";57;4;"no"
36557;12;"may";62;1;"no"
23957;29;"aug";54;12;"no"
28440;29;"jan";50;2;"no"
7649;30;"may";61;2;"no"
24110;30;"oct";132;1;"yes"
15684;21;"jul";163;4;"no"
26655;20;"nov";179;1;"no"
17843;29;"jul";590;23;"no"
12328;26;"jun";318;2;"no"
29540;3;"feb";192;1;"no"
45032;15;"oct";1176;3;"yes"
29484;3;"feb";269;1;"no"
25758;19;"nov";141;2;"no"
35845;8;"may";53;2;"no"
2484;13;"may";1015;1;"yes"
2031;9;"may";102;3;"no"
8376;3;"jun";301;1;"no"
34826;6;"may";137;1;"no"
43718;14;"may";338;3;"no"
23587;28;"aug";203;4;"no"
14627;15;"jul";218;1;"no"
21333;18;"aug";209;2;"no"
10520;16;"jun";276;3;"no"
16392;23;"jul";55;1;"no"
38021;14;"may";106;2;"no"
12881;7;"jul";535;1;"no"
13803;10;"jul";347;1;"no"
25220;18;"nov";107;3;"no"
23692;28;"aug";169;1;"no"
39931;2;"jun";95;5;"no"
1538;8;"may";91;3;"no"
14492;14;"jul";227;4;"no"
20734;13;"aug";157;2;"no"
3520;15;"may";1052;1;"yes"
5502;23;"may";353;2;"no"
14226;14;"jul";151;2;"no"
35199;7;"may";381;1;"no"
34371;4;"may";33;7;"no"
31616;6;"apr";322;1;"no"
20844;13;"aug";89;6;"no"
35475;7;"may";247;2;"no"
8871;4;"jun";95;2;"no"
6649;28;"may";95;3;"no"
28105;28;"jan";246;2;"no"
22865;25;"aug";159;5;"no"
1119;7;"may";248;3;"no"
34266;4;"may";334;2;"no"
39180;18;"may";241;3;"no"
7318;29;"may";76;1;"no"
31152;26;"feb";418;2;"no"
8865;4;"jun";298;3;"no"
44017;28;"jun";359;2;"yes"
7221;29;"may";118;1;"no"
5251;23;"may";217;1;"no"
10700;16;"jun";394;3;"no"
20746;13;"aug";526;2;"yes"
24441;17;"nov";1449;1;"no"
8493;3;"jun";14;1;"no"
10142;11;"jun";242;1;"no"
41586;15;"sep";925;1;"yes"
11503;19;"jun";93;2;"no"
1465;8;"may";318;2;"no"
23238;27;"aug";85;19;"no"
33018;17;"apr";394;2;"yes"
4617;20;"may";185;1;"no"
40804;11;"aug";154;1;"no"
29078;2;"feb";65;1;"no"
34733;6;"may";14;6;"no"
30290;5;"feb";253;1;"no"
6203;27;"may";243;2;"no"
21189;14;"aug";110;1;"no"
23014;26;"aug";392;2;"no"
35534;7;"may";787;3;"yes"
44136;12;"jul";273;1;"no"
18133;30;"jul";242;4;"no"
10102;11;"jun";64;1;"no"
27988;28;"jan";374;2;"no"
9960;9;"jun";71;2;"no"
4036;16;"may";1064;4;"yes"
27991;28;"jan";191;2;"no"
35273;7;"may";40;1;"no"
14313;14;"jul";80;3;"no"
16911;25;"jul";803;1;"no"
1040;7;"may";198;2;"no"
2732;14;"may";65;6;"no"
34417;5;"may";43;5;"no"
33045;17;"apr";544;3;"no"
20121;11;"aug";212;2;"no"
34718;5;"may";189;1;"no"
2046;12;"may";147;5;"no"
17893;30;"jul";113;2;"no"
10738;16;"jun";154;3;"no"
17750;29;"jul";226;1;"no"
15966;22;"jul";527;1;"no"
26891;21;"nov";86;3;"no"
14795;16;"jul";525;2;"no"
16541;24;"jul";54;29;"no"
16851;25;"jul";115;3;"no"
4402;20;"may";107;2;"no"
6771;28;"may";67;2;"no"
43294;15;"mar";109;1;"no"
1415;8;"may";63;1;"no"
27754;28;"jan";159;1;"no"
42871;4;"feb";658;3;"yes"
27073;21;"nov";217;1;"no"
13323;8;"jul";376;1;"no"
5367;23;"may";881;2;"no"
11612;19;"jun";104;1;"no"
38701;15;"may";1326;6;"no"
43446;12;"apr";119;1;"no"
44023;29;"jun";135;4;"no"
42448;7;"dec";254;3;"yes"
27851;28;"jan";97;2;"no"
36874;12;"may";775;3;"yes"
14292;14;"jul";151;2;"no"
32362;16;"apr";144;2;"no"
25885;19;"nov";117;2;"no"
28982;2;"feb";749;1;"yes"
17658;29;"jul";208;2;"no"
33008;17;"apr";758;2;"no"
29786;4;"feb";86;1;"no"
3944;16;"may";280;2;"no"
43968;23;"jun";1407;1;"yes"
37794;14;"may";175;1;"no"
26203;20;"nov";370;1;"no"
30826;9;"feb";133;3;"no"
15041;17;"jul";302;2;"no"
12954;7;"jul";340;3;"no"
23671;28;"aug";171;1;"no"
9802;9;"jun";254;1;"no"
34932;6;"may";428;1;"no"
22806;25;"aug";151;6;"no"
13126;8;"jul";705;1;"yes"
15373;18;"jul";223;1;"no"
41561;11;"sep";658;4;"yes"
12251;23;"jun";670;3;"yes"
29606;3;"feb";178;1;"no"
5919;26;"may";445;2;"no"
42137;3;"nov";181;4;"yes"
12992;7;"jul";245;5;"no"
39846;2;"jun";101;1;"no"
2056;12;"may";76;2;"no"
23908;29;"aug";107;2;"no"
16352;23;"jul";387;1;"no"
2309;12;"may";143;4;"no"
26794;20;"nov";399;2;"no"
6918;28;"may";882;1;"no"
8427;3;"jun";342;3;"no"
14916;16;"jul";171;6;"no"
39608;26;"may";187;1;"no"
20487;12;"aug";105;2;"no"
16650;24;"jul";151;2;"no"
904;7;"may";47;1;"no"
23086;26;"aug";72;4;"no"
24831;18;"nov";1164;2;"yes"
11000;17;"jun";236;2;"no"
31014;10;"feb";100;1;"no"
4613;20;"may";378;3;"no"
31625;6;"apr";916;1;"no"
27386;21;"nov";229;2;"no"
39444;25;"may";156;1;"no"
45043;18;"oct";526;1;"yes"
3321;15;"may";71;2;"no"
8211;2;"jun";612;2;"no"
30683;6;"feb";496;2;"no"
40481;6;"jul";117;4;"no"
21000;14;"aug";252;2;"no"
9873;9;"jun";87;1;"no"
13573;9;"jul";71;1;"no"
8984;5;"jun";169;1;"no"
17688;29;"jul";100;12;"no"
15049;17;"jul";544;1;"no"
43033;12;"feb";1835;3;"yes"
13456;9;"jul";61;1;"no"
26260;20;"nov";48;4;"no"
22077;21;"aug";182;6;"no"
35571;7;"may";255;6;"no"
13279;8;"jul";171;2;"no"
45066;20;"oct";316;2;"no"
23270;27;"aug";63;6;"no"
35399;7;"may";263;1;"no"
40730;7;"aug";121;1;"no"
10659;16;"jun";112;4;"no"
4815;21;"may";139;1;"no"
22115;21;"aug";676;8;"no"
44191;15;"jul";178;1;"no"
28103;28;"jan";404;3;"no"
34178;4;"may";109;2;"no"
4079;19;"may";71;1;"no"
19662;7;"aug";74;1;"no"
41766;13;"oct";78;1;"no"
42303;16;"nov";365;1;"no"
23293;27;"aug";247;6;"no"
18333;31;"jul";87;2;"no"
24049;18;"oct";71;1;"no"
42272;13;"nov";122;5;"no"
36975;13;"may";496;2;"yes"
10515;16;"jun";253;2;"no"
33034;17;"apr";108;2;"no"
16695;24;"jul";90;1;"no"
37485;13;"may";151;2;"no"
40925;12;"aug";166;1;"no"
42203;10;"nov";280;1;"no"
11609;19;"jun";461;2;"no"
37412;13;"may";612;2;"no"
13195;8;"jul";413;1;"no"
17295;28;"jul";71;4;"no"
14458;14;"jul";185;4;"no"
11989;20;"jun";152;3;"no"
31928;9;"apr";121;5;"no"
16730;24;"jul";248;1;"no"
33756;22;"apr";232;4;"yes"
10777;17;"jun";287;4;"no"
11671;20;"jun";198;10;"no"
28169;29;"jan";113;1;"no"
17304;28;"jul";55;5;"no"
16896;25;"jul";305;1;"no"
4895;21;"may";122;1;"no"
41983;27;"oct";131;1;"yes"
28617;29;"jan";524;2;"no"
18047;30;"jul";1001;2;"no"
36433;11;"may";1001;4;"no"
30222;5;"feb";167;1;"no"
28359;29;"jan";966;1;"no"
24078;23;"oct";140;1;"yes"
25690;19;"nov";100;1;"no"
5882;26;"may";89;3;"no"
23399;27;"aug";165;6;"no"
32595;17;"apr";279;1;"no"
283;5;"may";310;4;"no"
15829;21;"jul";106;3;"no"
35352;7;"may";448;2;"no"
28198;29;"jan";1101;1;"yes"
6785;28;"may";117;2;"no"
36466;11;"may";911;3;"yes"
31647;6;"apr";150;1;"no"
30431;5;"feb";58;1;"no"
1584;8;"may";423;2;"no"
38200;15;"may";153;1;"no"
24104;29;"oct";11;1;"yes"
10692;16;"jun";131;1;"no"
4669;20;"may";657;1;"no"
34325;4;"may";528;3;"no"
9534;6;"jun";562;2;"no"
44045;30;"jun";6;1;"no"
2887;14;"may";188;1;"no"
10163;11;"jun";473;1;"no"
10023;9;"jun";253;2;"no"
24089;27;"oct";376;1;"yes"
9398;6;"jun";223;3;"no"
29391;2;"feb";83;3;"no"
17238;28;"jul";148;2;"no"
40217;9;"jun";67;2;"no"
4135;19;"may";792;4;"no"
33576;20;"apr";682;3;"no"
44245;20;"jul";288;1;"no"
249;5;"may";282;1;"no"
8533;3;"jun";860;1;"no"
14480;14;"jul";552;3;"no"
39743;28;"may";95;3;"no"
233;5;"may";746;2;"no"
7855;30;"may";28;3;"no"
39786;1;"jun";459;1;"no"
43443;12;"apr";524;4;"yes"
17330;28;"jul";189;2;"no"
26196;20;"nov";86;1;"no"
1203;8;"may";221;4;"no"
5062;21;"may";86;2;"no"
14258;14;"jul";96;2;"no"
38286;15;"may";127;1;"no"
31294;10;"mar";80;1;"yes"
28328;29;"jan";324;1;"no"
31636;6;"apr";437;2;"no"
25008;18;"nov";122;1;"no"
3178;15;"may";311;5;"no"
11822;20;"jun";89;3;"no"
36674;12;"may";151;1;"no"
42798;28;"jan";176;2;"no"
39112;18;"may";248;1;"no"
15169;17;"jul";177;2;"no"
13256;8;"jul";158;1;"no"
21205;14;"aug";96;3;"no"
29529;3;"feb";178;1;"no"
25361;18;"nov";84;2;"no"
41937;22;"oct";127;3;"yes"
16897;25;"jul";310;1;"no"
35437;7;"may";225;3;"no"
34708;5;"may";278;1;"no"
8956;4;"jun";175;1;"no"
14204;11;"jul";911;2;"yes"
13997;10;"jul";113;6;"no"
12267;24;"jun";137;5;"no"
44935;6;"oct";808;1;"yes"
4732;20;"may";340;3;"no"
12115;20;"jun";42;7;"no"
43336;22;"mar";254;2;"yes"
28238;29;"jan";801;1;"yes"
37667;14;"may";273;3;"no"
27588;21;"nov";140;3;"no"
9589;6;"jun";236;7;"no"
29081;2;"feb";66;1;"no"
13913;10;"jul";244;1;"no"
38315;15;"may";45;1;"no"
3795;16;"may";306;1;"no"
28050;28;"jan";515;3;"no"
36533;12;"may";11;1;"no"
35882;8;"may";183;1;"no"
11619;19;"jun";835;3;"yes"
14689;15;"jul";123;4;"no"
23440;28;"aug";73;4;"no"
25130;18;"nov";164;2;"no"
1763;9;"may";115;1;"no"
16580;24;"jul";78;1;"no"
32795;17;"apr";637;1;"no"
34198;4;"may";267;1;"yes"
16622;24;"jul";54;2;"no"
24070;21;"oct";49;1;"no"
533;6;"may";198;1;"no"
14696;15;"jul";155;2;"no"
34858;6;"may";123;1;"no"
42336;17;"nov";135;1;"yes"
41817;15;"oct";280;1;"no"
44799;15;"sep";385;3;"yes"
39241;18;"may";109;2;"no"
16514;23;"jul";156;3;"no"
31189;27;"feb";131;2;"yes"
17257;28;"jul";367;2;"no"
40638;5;"aug";206;1;"no"
40844;11;"aug";163;3;"no"
1747;9;"may";384;2;"no"
13161;8;"jul";141;3;"no"
7748;30;"may";156;4;"no"
8844;4;"jun";204;1;"no"
3314;15;"may";202;3;"no"
25394;18;"nov";105;5;"no"
5410;23;"may";260;4;"no"
8678;3;"jun";87;6;"no"
1648;9;"may";483;3;"yes"
30734;6;"feb";8;5;"no"
43428;6;"apr";604;3;"yes"
24637;17;"nov";221;2;"no"
42215;11;"nov";166;1;"yes"
1743;9;"may";107;1;"no"
10012;9;"jun";329;3;"no"
13584;9;"jul";160;1;"no"
32040;14;"apr";850;2;"yes"
22279;21;"aug";1877;3;"yes"
41578;15;"sep";173;2;"yes"
19380;6;"aug";499;4;"no"
20549;12;"aug";157;6;"no"
34430;5;"may";337;3;"no"
22973;26;"aug";317;5;"no"
42128;3;"nov";187;1;"yes"
42542;22;"dec";321;2;"yes"
26378;20;"nov";94;2;"no"
1299;8;"may";665;1;"no"
26980;21;"nov";104;1;"no"
24803;18;"nov";208;1;"no"
24287;17;"nov";117;1;"no"
23195;27;"aug";105;6;"no"
10085;11;"jun";281;4;"no"
23823;29;"aug";21;2;"no"
25781;19;"nov";265;1;"no"
26143;20;"nov";97;2;"no"
39188;18;"may";179;3;"no"
33178;20;"apr";365;1;"no"
10079;11;"jun";175;4;"no"
3008;14;"may";273;1;"no"
20084;11;"aug";67;4;"no"
11976;20;"jun";46;10;"no"
10274;12;"jun";542;3;"no"
10490;16;"jun";182;3;"no"
4546;20;"may";77;2;"no"
7215;29;"may";146;1;"no"
15310;18;"jul";83;2;"no"
33953;30;"apr";195;2;"no"
9805;9;"jun";540;1;"no"
7926;30;"may";59;3;"no"
15835;21;"jul";181;2;"no"
41231;21;"aug";116;1;"yes"
4660;20;"may";64;1;"no"
27975;28;"jan";229;1;"no"
33767;22;"apr";195;3;"no"
36623;12;"may";232;1;"no"
36639;12;"may";245;1;"no"
10866;17;"jun";82;2;"no"
40769;10;"aug";89;2;"no"
24496;17;"nov";984;1;"yes"
27328;21;"nov";53;1;"no"
27782;28;"jan";468;1;"no"
9425;6;"jun";358;1;"no"
44104;8;"jul";968;1;"yes"
805;7;"may";326;1;"no"
35004;6;"may";482;2;"no"
6103;27;"may";220;6;"no"
6327;27;"may";139;2;"no"
19877;8;"aug";140;2;"no"
35896;8;"may";345;2;"no"
42122;2;"nov";209;2;"yes"
543;6;"may";129;1;"no"
6338;27;"may";751;1;"yes"
8985;5;"jun";104;1;"no"
17580;29;"jul";710;2;"yes"
29723;3;"feb";541;1;"no"
25304;18;"nov";126;3;"no"
8257;2;"jun";479;3;"no"
42138;3;"nov";215;1;"yes"
30008;4;"feb";139;1;"no"
5001;21;"may";125;1;"no"
13524;9;"jul";1121;1;"yes"
43098;22;"feb";230;2;"no"
41374;1;"sep";81;5;"no"
7417;29;"may";84;2;"no"
14289;14;"jul";72;4;"no"
8218;2;"jun";252;4;"no"
18316;31;"jul";28;2;"no"
20369;11;"aug";1242;5;"yes"
9204;5;"jun";138;1;"no"
14593;15;"jul";58;2;"no"
717;6;"may";593;2;"no"
7732;30;"may";238;3;"no"
29691;3;"feb";230;3;"no"
15037;17;"jul";628;1;"no"
8265;2;"jun";136;4;"no"
20672;12;"aug";178;9;"no"
36611;12;"may";429;2;"no"
38249;15;"may";536;1;"yes"
17702;29;"jul";195;2;"no"
21958;20;"aug";252;2;"no"
28133;29;"jan";52;1;"no"
37912;14;"may";553;2;"no"
11311;18;"jun";305;6;"no"
7801;30;"may";312;7;"no"
43488;15;"apr";218;2;"yes"
3556;15;"may";284;5;"no"
36134;11;"may";472;1;"no"
11865;20;"jun";263;3;"no"
20713;13;"aug";244;6;"no"
40828;11;"aug";108;1;"no"
13570;9;"jul";178;2;"no"
32561;17;"apr";462;1;"no"
43807;27;"may";820;1;"yes"
25836;19;"nov";547;7;"no"
40915;12;"aug";175;3;"no"
41074;14;"aug";100;2;"yes"
2286;12;"may";1875;4;"no"
19065;5;"aug";198;1;"no"
30539;5;"feb";344;5;"yes"
11101;18;"jun";72;1;"no"
11779;20;"jun";307;3;"no"
19118;5;"aug";1200;2;"yes"
14085;11;"jul";906;2;"no"
12410;30;"jun";182;4;"no"
27930;28;"jan";37;1;"no"
18302;31;"jul";24;4;"no"
39229;18;"may";82;9;"no"
23252;27;"aug";100;2;"no"
3063;14;"may";264;2;"no"
9186;5;"jun";1084;1;"no"
10070;11;"jun";95;1;"no"
24847;18;"nov";75;2;"no"
3267;15;"may";34;1;"no"
24591;17;"nov";836;1;"no"
17736;29;"jul";790;1;"no"
14569;15;"jul";188;3;"no"
36938;12;"may";235;6;"no"
36373;11;"may";285;2;"no"
43944;17;"jun";21;1;"no"
9956;9;"jun";70;3;"no"
28384;29;"jan";55;2;"no"
36284;11;"may";132;3;"no"
45099;25;"oct";189;1;"no"
42863;3;"feb";172;3;"yes"
12377;27;"jun";392;4;"no"
20144;11;"aug";226;2;"no"
19073;5;"aug";163;1;"no"
24442;17;"nov";696;2;"yes"
28211;29;"jan";103;1;"no"
33261;20;"apr";45;1;"no"
34748;6;"may";241;2;"no"
14413;14;"jul";197;3;"no"
35424;7;"may";94;1;"no"
10159;11;"jun";950;4;"no"
35910;8;"may";137;1;"no"
8790;4;"jun";121;2;"no"
32299;16;"apr";176;1;"no"
25489;19;"nov";242;1;"no"
41167;19;"aug";89;1;"no"
35079;6;"may";1489;3;"yes"
8487;3;"jun";135;1;"no"
34832;6;"may";209;1;"no"
7294;29;"may";129;2;"no"
7271;29;"may";139;3;"no"
17321;28;"jul";193;8;"no"
25232;18;"nov";203;2;"no"
8159;2;"jun";118;3;"no"
24030;29;"aug";27;7;"no"
22145;21;"aug";126;4;"no"
44922;1;"oct";161;1;"no"
9560;6;"jun";350;1;"no"
16218;23;"jul";71;3;"no"
8752;4;"jun";265;2;"no"
39493;25;"may";1064;1;"yes"
26039;19;"nov";209;2;"no"
25694;19;"nov";190;1;"no"
13169;8;"jul";132;7;"no"
28090;28;"jan";148;2;"no"
4234;19;"may";147;3;"no"
1803;9;"may";190;1;"no"
7547;30;"may";133;4;"no"
32665;17;"apr";273;1;"no"
15983;22;"jul";65;1;"no"
24812;18;"nov";132;1;"no"
24823;18;"nov";58;1;"no"
2071;12;"may";62;2;"no"
43511;20;"apr";930;4;"no"
21627;19;"aug";74;2;"no"
7035;28;"may";456;2;"no"
25462;19;"nov";697;2;"no"
2789;14;"may";73;1;"no"
18497;31;"jul";847;14;"no"
21972;20;"aug";132;2;"no"
10241;11;"jun";152;10;"no"
23291;27;"aug";116;9;"no"
25390;18;"nov";379;1;"no"
22639;22;"aug";148;10;"no"
16259;23;"jul";205;1;"no"
26505;20;"nov";677;1;"yes"
31081;16;"feb";127;1;"yes"
33323;20;"apr";217;1;"no"
20286;11;"aug";63;6;"no"
13207;8;"jul";498;1;"no"
26958;21;"nov";151;1;"no"
7470;29;"may";364;2;"no"
35940;8;"may";334;3;"no"
38976;18;"may";420;2;"yes"
21159;14;"aug";219;10;"no"
7759;30;"may";388;7;"no"
35482;7;"may";582;2;"no"
19740;7;"aug";419;3;"no"
44290;26;"jul";414;2;"yes"
17550;29;"jul";71;3;"no"
41597;16;"sep";387;1;"yes"
9092;5;"jun";202;1;"no"
11423;19;"jun";248;1;"no"
16194;22;"jul";136;4;"no"
39052;18;"may";110;1;"no"
26454;20;"nov";197;5;"no"
14386;14;"jul";80;3;"no"
37521;13;"may";182;4;"no"
9024;5;"jun";323;1;"no"
22142;21;"aug";140;2;"no"
20447;12;"aug";64;2;"no"
10926;17;"jun";31;1;"no"
35313;7;"may";72;1;"no"
20277;11;"aug";80;10;"no"
31454;31;"mar";158;2;"yes"
27245;21;"nov";264;2;"no"
44606;28;"aug";7;1;"no"
3821;16;"may";230;1;"no"
3860;16;"may";56;3;"no"
3927;16;"may";92;1;"no"
30101;4;"feb";206;2;"no"
40735;7;"aug";217;1;"yes"
12620;4;"jul";164;2;"no"
23984;29;"aug";58;2;"no"
25983;19;"nov";457;2;"no"
15789;21;"jul";91;9;"no"
24839;18;"nov";104;2;"no"
